id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
1313,Стейсон,https://teddyfood.com/ru/animals/Stayson/,Шереметьевский приют,Москва,Питбуль,Собаки,2014-06-13,мальчик,2,1,0,0
1314,Хаммер,https://teddyfood.com/ru/animals/Hammer/,Шереметьевский приют,Москва,Американский стаффордширский терьер,Собаки,2017-09-03,мальчик,4,1,0,2
1315,Тоффи,https://teddyfood.com/ru/animals/Toffee/,"Самарский приют для животных ""НадеждА""",Самара,Сиамская,Кошки,2018-09-28,мальчик,6,1,0,0
1316,Марс,https://teddyfood.com/ru/animals/Mars/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2014-08-22,мальчик,12,1,1,0
1317,Сэм,https://teddyfood.com/ru/animals/Sam_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2019-05-06,мальчик,7,1,0,0
1318,Агнес,https://teddyfood.com/ru/animals/Agnes/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2019-05-06,девочка,1,1,0,0
1319,Бонифаций,https://teddyfood.com/ru/animals/Bonifatsiy/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2015-04-19,мальчик,2,1,0,0
1320,Рыбка,https://teddyfood.com/ru/animals/Rybka_perm/,Матроскин,Пермь,Без породы,Кошки,2017-04-11,девочка,1,1,0,0
1321,Липатий,https://teddyfood.com/ru/animals/Lipatiy/,Люськин дом,Казань,Без породы,Кошки,2018-03-14,мальчик,2,1,0,0
1322,Алжир,https://teddyfood.com/ru/animals/Alzhir/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-21,мальчик,7,0,0,0
1323,Джемма,https://teddyfood.com/ru/animals/Gemma_flagman/,ФлагманВет,Самара,Без породы,Кошки,2019-06-23,девочка,6,1,0,0
1324,Кекс,https://teddyfood.com/ru/animals/Keks/,ФлагманВет,Самара,Без породы,Кошки,2019-06-23,мальчик,3,0,0,1
1325,Бритни,https://teddyfood.com/ru/animals/Britney_flagman/,ФлагманВет,Самара,Без породы,Кошки,2017-07-24,девочка,2,0,0,0
1326,Чарли,https://teddyfood.com/ru/animals/Charlie/,ФлагманВет,Самара,Без породы,Кошки,2019-04-19,девочка,2,1,0,1
1327,Поля,https://teddyfood.com/ru/animals/Polya_flagman/,ФлагманВет,Самара,Без породы,Кошки,2018-09-10,девочка,4,1,0,0
1328,Джесси,https://teddyfood.com/ru/animals/Jessie_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-08-12,девочка,1,1,0,0
1329,Джек,https://teddyfood.com/ru/animals/Jack_dog/,4 лапы,Санкт-Петербург,Без породы,Собаки,2017-07-09,мальчик,3,0,0,0
1330,Гречка,https://teddyfood.com/ru/animals/Grechka/,4 лапы,Санкт-Петербург,Без породы,Собаки,2017-06-11,девочка,5,0,0,0
1331,Шери,https://teddyfood.com/ru/animals/Sheri_dog/,4 лапы,Санкт-Петербург,Без породы,Собаки,2016-10-15,девочка,10,0,0,3
1332,Лягушонок,https://teddyfood.com/ru/animals/Lyagushonok/,4 лапы,Санкт-Петербург,Без породы,Собаки,2018-09-02,мальчик,9,0,0,0
1333,Яша,https://teddyfood.com/ru/animals/Yasha/,Кот и Пёс,Казань,Без породы,Кошки,2017-03-02,мальчик,0,0,0,0
1334,Грэмми,https://teddyfood.com/ru/animals/Grammy/,Лёхин дом,Екатеринбург,Сиамская,Кошки,2017-09-17,мальчик,6,1,1,0
1335,Милтон,https://teddyfood.com/ru/animals/Milton/,Шереметьевский приют,Москва,Американский стаффордширский терьер,Собаки,2017-08-19,мальчик,12,0,0,1
1336,Подпольщик,https://teddyfood.com/ru/animals/Podpolshchik/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-06-20,мальчик,1,1,0,0
1337,Подпольщица,https://teddyfood.com/ru/animals/Podpolshchica/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-06-20,девочка,6,1,0,0
1338,Мокко,https://teddyfood.com/ru/animals/Mokko_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-03-03,мальчик,2,0,0,0
1339,Тайд,https://teddyfood.com/ru/animals/Tide/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2017-08-20,мальчик,3,1,0,0
1340,Ненси,https://teddyfood.com/ru/animals/Nancy/,Матроскин,Пермь,Без породы,Кошки,2017-04-11,девочка,3,1,0,0
1341,Бандерос,https://teddyfood.com/ru/animals/Banderos/,Котофей,Сочи,Без породы,Кошки,2019-05-28,мальчик,7,0,0,0
1342,Тимати,https://teddyfood.com/ru/animals/Timati/,Котофей,Сочи,Без породы,Кошки,2019-05-28,девочка,3,1,0,0
1343,Чико,https://teddyfood.com/ru/animals/Chico/,Котофей,Сочи,Без породы,Кошки,2019-06-26,мальчик,11,0,0,0
1344,Зельда,https://teddyfood.com/ru/animals/Zelda/,Котофей,Сочи,Без породы,Кошки,2019-07-12,девочка,3,1,0,0
1345,Чили,https://teddyfood.com/ru/animals/Myshka/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2017-09-03,девочка,5,1,0,0
1346,Маша,https://teddyfood.com/ru/animals/Masha_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2015-08-15,девочка,11,0,0,0
1347,Рури,https://teddyfood.com/ru/animals/Ruri/,Котофей,Сочи,Без породы,Кошки,2019-04-16,девочка,9,0,0,0
1348,Лаура,https://teddyfood.com/ru/animals/Laura/,Котофей,Сочи,Без породы,Кошки,2019-04-02,девочка,3,0,0,0
1349,Фенька,https://teddyfood.com/ru/animals/Fenka/,Котофей,Сочи,Без породы,Кошки,2019-07-26,девочка,7,1,0,0
1350,Бормоглот,https://teddyfood.com/ru/animals/Bormoglot/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-12,мальчик,15,0,0,0
1351,Блёстка,https://teddyfood.com/ru/animals/Blostka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-06-29,девочка,7,1,0,0
1352,Яффа,https://teddyfood.com/ru/animals/Jaffa/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2012-10-18,мальчик,4,1,0,0
1353,Ангел,https://teddyfood.com/ru/animals/Angel/,Котофей,Сочи,Без породы,Кошки,2019-09-16,мальчик,3,1,0,0
1354,Элайна,https://teddyfood.com/ru/animals/Elaina/,Котофей,Сочи,Без породы,Кошки,2019-09-16,девочка,3,0,0,0
1355,Мэри,https://teddyfood.com/ru/animals/Mary/,Котофей,Сочи,Без породы,Кошки,2019-09-16,девочка,7,1,0,0
1356,Агнеса,https://teddyfood.com/ru/animals/Agnesa/,Котофей,Сочи,Без породы,Кошки,2019-09-16,девочка,5,1,0,0
1357,Лайм,https://teddyfood.com/ru/animals/Lime/,Котофей,Сочи,Без породы,Кошки,2019-06-03,мальчик,3,1,0,0
1358,Мерлин Монро,https://teddyfood.com/ru/animals/Marlyn_Monroe/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-10-18,девочка,5,0,0,0
1359,Пастила,https://teddyfood.com/ru/animals/Pastila/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-05-12,девочка,7,0,0,0
1360,Федя,https://teddyfood.com/ru/animals/Fedya_kzn/,Кот и Пёс,Казань,Без породы,Собаки,2009-08-15,мальчик,4,0,0,0
1361,Альма,https://teddyfood.com/ru/animals/Alma/,Кот и Пёс,Казань,Шарпей,Собаки,2018-10-07,девочка,8,0,0,0
1362,Шила,https://teddyfood.com/ru/animals/Sheela/,Кот и Пёс,Казань,Без породы,Собаки,2019-01-19,девочка,6,0,0,0
1363,Мурзик,https://teddyfood.com/ru/animals/Murzik_kzn/,Кот и Пёс,Казань,Без породы,Кошки,2017-05-08,мальчик,1,0,0,0
1364,Винсент,https://teddyfood.com/ru/animals/Vincent/,Матроскин,Пермь,Корниш-рекс,Кошки,2016-09-12,мальчик,3,1,0,0
1365,Мишель,https://teddyfood.com/ru/animals/Michelle/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-05-13,девочка,2,0,0,0
1366,Тузик,https://teddyfood.com/ru/animals/Tuzik/,Кот и Пёс,Казань,Без породы,Собаки,2015-09-05,мальчик,6,1,0,0
1367,Белка,https://teddyfood.com/ru/animals/Belka_kzn/,Кот и Пёс,Казань,Без породы,Собаки,2016-06-18,девочка,4,0,0,0
1368,Гиви,https://teddyfood.com/ru/animals/Givi/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2015-04-07,мальчик,4,1,0,0
1369,Березка,https://teddyfood.com/ru/animals/Berezka/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2016-09-15,девочка,3,1,0,0
1370,Самбука,https://teddyfood.com/ru/animals/Sambuca/,Лёхин дом,Екатеринбург,Сфинкс,Кошки,2016-08-20,девочка,0,1,0,0
1371,Шерлок,https://teddyfood.com/ru/animals/Sherlock/,Котофей,Сочи,Без породы,Кошки,2019-08-25,мальчик,0,1,0,0
1372,Холмс,https://teddyfood.com/ru/animals/Holmes/,Котофей,Сочи,Без породы,Кошки,2019-08-25,мальчик,1,1,0,0
1373,Дуся,https://teddyfood.com/ru/animals/Dusya_sochy/,Котофей,Сочи,Без породы,Кошки,2019-08-24,девочка,1,1,0,0
1374,Пуся,https://teddyfood.com/ru/animals/Pusya_sochy/,Котофей,Сочи,Без породы,Кошки,2019-08-24,девочка,2,1,0,0
1375,Мартиша,https://teddyfood.com/ru/animals/Martisha/,Котофей,Сочи,Без породы,Кошки,2019-07-13,девочка,3,0,0,0
1376,Забава,https://teddyfood.com/ru/animals/Zabava_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2016-11-22,девочка,1,0,0,0
1377,Белка,https://teddyfood.com/ru/animals/Belka_perm/,Матроскин,Пермь,Без породы,Кошки,2016-11-17,девочка,1,1,0,0
1378,Маркиз,https://teddyfood.com/ru/animals/Markiz/,Кот и Пёс,Казань,Без породы,Кошки,2016-05-20,мальчик,0,0,0,0
1379,Денди,https://teddyfood.com/ru/animals/Dandy_sochi/,Котофей,Сочи,Без породы,Кошки,2019-08-26,мальчик,4,1,0,0
1380,Данди,https://teddyfood.com/ru/animals/Dundy/,Котофей,Сочи,Без породы,Кошки,2019-08-26,мальчик,1,1,0,0
1381,Амур,https://teddyfood.com/ru/animals/Amur_sochi/,Котофей,Сочи,Без породы,Кошки,2019-07-23,мальчик,3,1,0,0
1382,Илюша,https://teddyfood.com/ru/animals/Ilyusha/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2016-11-18,мальчик,6,0,0,0
1383,Чивас,https://teddyfood.com/ru/animals/Chivas/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-06-19,мальчик,3,1,0,0
1384,Сырок,https://teddyfood.com/ru/animals/Syrok_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-11-15,мальчик,2,1,0,0
1385,Страж,https://teddyfood.com/ru/animals/Strazh/,Лёхин дом,Екатеринбург,Без породы,Кошки,2018-11-25,мальчик,3,1,0,0
1386,Масару,https://teddyfood.com/ru/animals/Masaru/,Лёхин дом,Екатеринбург,Без породы,Кошки,2014-09-11,мальчик,2,1,0,0
1387,Гамлет,https://teddyfood.com/ru/animals/Hamlet_ekat/,Лёхин дом,Екатеринбург,Персидская,Кошки,2017-06-02,мальчик,4,1,0,0
1388,Юла,https://teddyfood.com/ru/animals/Yula/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2018-11-27,девочка,2,1,0,0
1389,Ромашка,https://teddyfood.com/ru/animals/Romashka_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2019-09-25,девочка,4,0,0,0
1390,Одуванчик,https://teddyfood.com/ru/animals/Oduvanchik/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2019-09-25,мальчик,10,0,0,0
